Gene.names	p-value	log2
UMAD1	0,401625525	13,28771238
PHYH	1	0
CLGN	0,595436344	2,492624628
PIP5K1B	0,110995089	13,28771238
POLR1C	1	0
KIF1C	0,416786035	13,28771238
SSSCA1	1	0
ATP10A	1	0
ADCY9	0,111001978	13,28771238
ICOSLG	1	0
PPM1B	0,416786054	13,28771238
SLCO2B1	1	0
LUC7L3	0,111504043	13,28771238
MOCS3	0,416786054	13,28771238
CLDN14	0,416786067	13,28771238
TSPAN15	1	0
S1PR4	1	0
IGLV2-14	0,416786054	13,28771238
APOC2	0,104371286	13,28771238
SNRPA1	1	0
ENO3	0,416786048	13,28771238
GP9	1	0
IDO1	1	0
PTPRA	0,111001999	13,28771238
PCYOX1	0,048313899	0,555279019
RAB6A	1	0
IMPDH1	1	0
PTPRE	0,250821801	13,28771238
DNMT1	0,416786076	13,28771238
CRABP1	0,416786084	13,28771238
PPP2R1B	0,558548129	2,939324536
FCER1G	0,221820617	13,28771238
HLA-F	1	0
MYH11	0,41678606	13,28771238
RFC5	1	0
EPS15	0,250821784	13,28771238
SLC11A1	1	0
LIG3	0,416786055	13,28771238
CLNS1A	1	0
CLDN17	0,217571484	13,28771238
DYNLT1	0,250821827	13,28771238
RBM3	0,513627998	1,583023451
TLE4	0,507594609	2,506698325
PTPN12	1	0
MRPL28	1	0
PTK7	0,842399091	0,270293396
BFSP2	1	0
PMS2P11	0,159592562	13,28771238
BOP1	1	0
EBI3	0,416786058	13,28771238
COG2	0,376526474	13,28771238
MLF2	0,41678608	13,28771238
MRPL23	1	0
DDR2	1	0
MEST	1	0
TMEM67	0,250821774	13,28771238
HYI	0,024206143	13,28771238
FAM171A1	0,842399223	0,098437821
FAM166A	0,142599655	13,28771238
ARMC6	0,416786076	13,28771238
TNFAIP8L2	0,221814732	13,28771238
TMIGD1	0,115889427	13,28771238
QSOX2	1	0
EPM2AIP1	1	0
RAB11FIP2	0,416786084	13,28771238
CPEB2	0,513628094	2,783536626
RAB44	0,15959256	13,28771238
MTDH	1	0
SLC25A42	1	0
IQGAP3	0,250821799	13,28771238
TRAPPC5	0,416786081	13,28771238
CPO	0,111001977	13,28771238
CHERP	0,416786018	13,28771238
MICU2	1	0
SAXO1	0,142599655	13,28771238
ZDHHC14	1	0
ORMDL3	1	0
ATPAF2	1	0
MRPL43	0,416786067	13,28771238
C12orf29	0,116579747	13,28771238
SLC38A9	1	0
MYO3A	0,111001994	13,28771238
OCC1	0,401625525	13,28771238
GSDMB	1	0
POC1B	0,142599655	13,28771238
CD200R1	1	0
ACER1	0,376526474	13,28771238
CREB3L4	0,143029343	13,28771238
RNF141	0,416786076	13,28771238
RTN4IP1	1	0
ZNF622	0,842399487	0,242827164
UTP4	1	0
SYAP1	0,250821789	13,28771238
ARRDC3	1	0
TLCD1	1	0
BPIFA2	0,142501334	13,28771238
DYNLL2	0,080397154	13,28771238
SIPA1	1	0
THOC1	1	0
PPP1R16A	0,416786084	13,28771238
NGLY1	0,842399479	0,185895819
AK8	0,142599655	13,28771238
MTMR9	0,159592569	13,28771238
IL4I1	0,111001977	13,28771238
SRPK1	0,250821788	13,28771238
PFDN5	1	0
PIP5K1A	1	0
ZPBP	0,139669474	13,28771238
KIFC3	0,210028228	13,28771238
SPANXC	0,513628171	1,515590214
CADM1	0,139669474	13,28771238
ADAM33	0,250821779	13,28771238
RTN4R	0,416786035	13,28771238
CCDC90B	1	0
DHX36	1	0
SLC12A5	0,159592577	13,28771238
NOL6	1	0
SLC28A3	0,142599655	13,28771238
SGK2	0,416786109	13,28771238
GDPD2	0,142599655	13,28771238
SCUBE2	0,416786141	13,28771238
LTBP3	0,135066765	13,28771238
STARD5	0,104371314	13,28771238
AGPAT5	1	0
FAM105A	1	0
OXSM	0,135066765	13,28771238
MRPL22	1	0
NMRK1	0,416786076	13,28771238
MRPL16	0,513628095	1,452477338
STX18	0,159592578	13,28771238
RNF14	1	0
FETUB	0,250821783	13,28771238
PDCD6	0,756250743	0,076810105
CLEC4E	1	0
UBQLN1	0,369060474	13,28771238
DUSP12	1	0
CYP8B1	0,084142895	13,28771238
VSIG4	0,111001977	13,28771238
DIS3	1	0
COA3	1	0
VWA7	0,376326446	13,28771238
ARIH1	0,416786052	13,28771238
PCDHA3	0,416786109	13,28771238
LIPG	0,558047405	2,969173456
MRPS18B	1	0
SLC22A7	1	0
EMILIN1	0,113412214	13,28771238
MAP3K4	0,416786072	13,28771238
IGLV5-45	0,353934322	13,28771238
IGHV3-73	0,416786054	13,28771238
DENND3	1	0
FBLL1	0,416786054	13,28771238
LILRA5	1	0
FAM25G	0,221857524	13,28771238
SLC35A4	0,134215034	13,28771238
PSMD9	0,379717606	13,28771238
DFFA	1	0
DLL1	1	0
TRIM24	1	0
IPO8	0,416786055	13,28771238
PRPF4	1	0
DYRK3	1	0
SLC16A7	1	0
KIF21B	1	0
NDUFB1	0,10437127	13,28771238
PRDM1	0,889523953	0,007814932
C1QL1	0,111001972	13,28771238
KBTBD11	1	0
NDUFA7	1	0
PDE8B	0,024206146	13,28771238
MPZL1	0,111001972	13,28771238
HLA-DQA1	1	0
MBP	0,119923711	13,28771238
PDLIM2	0,158658128	0,739630461
PRM2	0,139669474	13,28771238
CRYBA1	1	0
TPM3	1	0
TPM1	1	0
CD7	1	0
CHGA	0,416786067	13,28771238
ENG	0,024206145	13,28771238
PGM1	0,141504111	0,448573907
ATP2B1	1	0
CDH3	0,025777727	13,28771238
CYP2C19	1	0
CAP2	0,416786058	13,28771238
PDE6C	0,41678606	13,28771238
DYNLT3	1	0
NUDT6	0,250821788	13,28771238
SUB1	1	0
BID	1	0
PLEC	0,003699311	1,508571779
HIST1H3A	1	0
ERH	0,842399091	0,630063529
MAT1A	0,135066765	13,28771238
CD164	0,416786048	13,28771238
TBL3	0,416786072	13,28771238
SMARCB1	0,513627888	1,020755222
TP53BP1	0,111001984	13,28771238
TRIP12	1	0
PUM1	0,416786037	13,28771238
DAZAP2	1	0
ADIRF	0,220782309	13,28771238
SGCB	1	0
OCLN	1	0
DGUOK	1	0
CCDC142	0,360179052	13,28771238
TPRN	0,111302802	13,28771238
HIKESHI	1	0
BRDT	1	0
COX20	1	0
LDLRAP1	0,416786076	13,28771238
ARMC4	0,126528855	13,28771238
TMCO4	0,416786072	13,28771238
ANGEL2	1	0
CD276	1	0
PPP2R2D	0,159592554	13,28771238
WDFY4	1	0
FAM205A	0,111001977	13,28771238
MON1B	1	0
MRPL10	0,13007951	13,28771238
TRAPPC6B	0,111001994	13,28771238
PDSS2	1	0
CBWD1	0,111001991	13,28771238
ARMC8	1	0
RELL1	0,379717606	13,28771238
ZBTB8OS	1	0
SUGP2	0,111001984	13,28771238
NELFCD	0,416786052	13,28771238
IFT20	1	0
RAVER1	1	0
CCDC146	0,842399128	1,464655323
FAM160A2	0,513628114	0,134969744
SVIP	0,165848497	1,093244046
TTC8	0,110995089	13,28771238
ACTL9	0,139669474	13,28771238
PLEKHO2	1	0
RASGRP4	0,416786055	13,28771238
CD300LF	1	0
SNED1	0,218502922	13,28771238
COG1	0,416786052	13,28771238
UBXN4	0,250821764	13,28771238
KLK6	1	0
TMEM159	0,111001999	13,28771238
PEX11G	1	0
PCMTD1	0,111001999	13,28771238
RMDN3	0,416786081	13,28771238
NCAPG	0,416786067	13,28771238
VKORC1	0,416786067	13,28771238
TEX101	0,139669474	13,28771238
YTHDF1	0,416786072	13,28771238
TM6SF1	1	0
PARVB	1	0
GPN1	0,113412214	13,28771238
MRPS30	0,416786037	13,28771238
PLS3	0,039937993	0,218933381
PAK6	0,416786056	13,28771238
PDGFC	0,513627888	1,020755222
MRPL17	1	0
HOMER2	0,36829498	13,28771238
SLC35D1	0,360179052	13,28771238
UQCC1	1	0
MARCH5	0,416786072	13,28771238
PISD	0,143029343	13,28771238
KDM5B	1	0
CTNNA3	0,250821789	13,28771238
CA14	1	0
ABCG2	0,031879576	13,28771238
DNM3	0,41678608	13,28771238
AKAP2	1	0
MED16	0,25082179	13,28771238
LAS1L	1	0
SLC4A7	0,111001994	13,28771238
IGLV1-36	0,416786056	13,28771238
ELOVL7	1	0
PHF20L1	0,513628026	1,794284827
CCDC188	0,135066765	13,28771238
SDHD	0,250821772	13,28771238
TCERG1	0,416786055	13,28771238
IRF6	1	0
DDX3Y	1	0
CACNA1G	1	0
NRP2	1	0
PLA2G6	0,135066765	13,28771238
PRDX5	0,000114434	1,481763125
TNFRSF21	0,111001972	13,28771238
ADAP1	1	0
DGAT1	1	0
WISP2	1	0
LY6H	1	0
PHF14	1	0
CACNA1H	0,111001972	13,28771238
GAS8	0,126528855	13,28771238
ALPP	0,416786104	13,28771238
PRKCB	0,416786072	13,28771238
TCN1	1	0
S100A1	0,416786076	13,28771238
MCC	0,842399106	1,009612618
HMGB2	1	0
PRKACA	0,111001977	13,28771238
ACTN2	0,250821809	13,28771238
SRP14	1	0
PRPH	1	0
EIF1	0,416786023	13,28771238
CDKN2A	0,41678605	13,28771238
PTGER3	1	0
PROM1	0,026261307	0,652002384
PLA2G4A	1	0
OR3A2	0,165848482	2,033382782
SRP9	0,362053781	13,28771238
THBS3	0,513628105	0,063955263
CDK9	1	0
ATP1A2	1	0
HCFC1	1	0
TKTL1	0,135066765	13,28771238
SLC7A2	0,126528855	13,28771238
NUBP1	0,416786072	13,28771238
CRYBA2	1	0
CLTCL1	0,159592592	13,28771238
ANTXR2	1	0
PLP1	1	0
NCS1	1	0
CYP4F2	0,250821784	13,28771238
MRPS25	1	0
SRSF3	1	0
ARHGAP4	0,513628123	1,502605774
PSMA5	0,490970962	1,483499669
TUSC3	1	0
PDIA5	1	0
FXYD3	1	0
WDR43	1	0
SURF1	1	0
COL24A1	1	0
ARHGAP31	0,416786072	13,28771238
TRIM16L	0,379717606	13,28771238
ZNF326	1	0
TOR2A	1	0
NCMAP	1	0
KIAA1217	1	0
MRPL2	0,416786084	13,28771238
EMC10	1	0
WDR78	0,165848474	2,622034544
RRAGB	0,416786035	13,28771238
FBXW9	0,135066765	13,28771238
SLC8B1	1	0
PRPF40B	1	0
KLHDC10	1	0
CD300LG	0,416786109	13,28771238
MFSD6	1	0
UBE2R2	0,513628101	1,891238648
DSG4	0,376526474	13,28771238
MOB3B	1	0
RSPH3	0,111001977	13,28771238
C11orf74	1	0
FCHSD1	1	0
SKAP1	0,416786076	13,28771238
PTRH1	0,11100199	13,28771238
KIF18B	0,416786013	13,28771238
MYOCD	1	0
GALNT4	0,250821773	13,28771238
EFHB	0,135066765	13,28771238
PDCD7	1	0
KCT2	1	0
ACRBP	0,135066765	13,28771238
NUP43	0,126528855	13,28771238
SMARCC2	1	0
KLHDC4	1	0
SUN5	0,135066765	13,28771238
FNDC8	0,135066765	13,28771238
PTPMT1	1	0
PTPRD	1	0
ARHGAP45	0,250821756	13,28771238
TAMM41	1	0
VMP1	1	0
CAPZA3	0,126528855	13,28771238
UROC1	1	0
FOPNL	1	0
ATF6B	1	0
MAPKAP1	1	0
PLCD4	0,416786076	13,28771238
PRADC1	1	0
NDC1	0,111001977	13,28771238
SGPP1	1	0
CRNKL1	0,416786097	13,28771238
SLC39A8	1	0
SLIRP	1	0
NAA50	1	0
LMAN2L	1	0
CHRD	1	0
LRRC19	1	0
COQ10B	1	0
ANKZF1	0,416786129	13,28771238
PXMP2	1	0
PLSCR2	1	0
SPATS2L	0,416786054	13,28771238
PGPEP1	1	0
PSD3	0,135066765	13,28771238
ELOVL5	1	0
MRPL15	1	0
KCMF1	0,250821814	13,28771238
PAK5	0,416786067	13,28771238
RABL2B	0,416786076	13,28771238
DKK3	1	0
DNAI1	0,135066765	13,28771238
RASAL2	0,22126487	13,28771238
CDC23	0,41678608	13,28771238
MRTO4	1	0
L1RE1	1	0
RAB5A	0,759699047	0,319580551
TIMM22	1	0
TRAPPC1	0,416786076	13,28771238
ACTL7A	0,126528855	13,28771238
ALG6	1	0
IGKV1D-43	1	0
IGHV7-4-1	1	0
ARRDC5	0,126528855	13,28771238
NCF1B	1	0
KRT35	0,416786072	13,28771238
HAX1	1	0
TIMM23	1	0
RRP8	1	0
COCH	1	0
EIF4G3	0,111302802	13,28771238
SRPX2	1	0
LILRB3	1	0
GOSR1	1	0
TGFB1	0,126528855	13,28771238
IGHV2-5	1	0
IGHA2	1	0
HIST1H2AC	0,416786109	13,28771238
RAC1	7,39E-05	1,830681156
CHRNG	1	0
ELFN1	1	0
JMJD7	1	0
MS4A1	1	0
COL6A2	0,126528855	13,28771238
IFITM1	1	0
GTF2F2	1	0
IFNGR1	0,416786052	13,28771238
H2AFX	1	0
IDS	0,126528855	13,28771238
UGT1A1	1	0
ANOS1	0,126528855	13,28771238
FAS	1	0
HSD11B1	1	0
GTF2E1	1	0
NMT1	1	0
RARS	8,67E-06	1,89681174
AHR	1	0
PPP3CC	0,126528855	13,28771238
SULT1E1	1	0
MMP14	1	0
PEX3	1	0
PSME3	1	0
SNRPF	0,362053781	13,28771238
PPP2R2A	0,02420614	13,28771238
RAE1	1	0
CYP4F8	1	0
TIAL1	1	0
PLAUR	1	0
AKR1C1	0,250821753	13,28771238
IL10RB	1	0
KIF1A	1	0
DPYD	1	0
REST	1	0
GK3P	0,126528855	13,28771238
EDDM3A	0,126528855	13,28771238
SQLE	1	0
KIAA0100	1	0
RRP1B	0,416786047	13,28771238
RTN4	0,111001999	13,28771238
EXT1	1	0
FAM161A	0,126528855	13,28771238
HSP90AA4P	1	0
TCTE1	0,126528855	13,28771238
SAMD4B	0,111460301	13,28771238
C6orf10	0,513628088	0,992087197
MARC1	0,416786076	13,28771238
ANO1	0,126528855	13,28771238
C16orf46	0,379717606	13,28771238
REG3G	0,126528855	13,28771238
PEAK3	1	0
OVCH2	0,416786067	13,28771238
SESTD1	1	0
HEATR5A	0,111001978	13,28771238
RNF130	1	0
ERO1B	0,126528855	13,28771238
HSCB	1	0
CSGALNACT2	1	0
GDPD1	0,111001977	13,28771238
WDSUB1	0,416786037	13,28771238
PCYOX1L	0,416786067	13,28771238
LILRB1	1	0
ATP8B4	0,513628107	0,923738429
SLC22A17	1	0
ARAP3	1	0
RSPH1	0,126528855	13,28771238
SEC14L1	0,513628079	1,505559019
H1FX	1	0
RAB1C	1	0
OSBP2	1	0
ATP6V1E2	1	0
TMEM186	1	0
MRPL53	1	0
PIK3IP1	1	0
CCDC34	0,513628119	1,461822886
CCDC136	0,513628039	0,917707009
FAM167A	1	0
CCDC7	1	0
CEP63	0,111001984	13,28771238
AMDHD1	1	0
PLIN2	1	0
PDCD1LG2	1	0
MTA3	1	0
SLC4A1AP	1	0
SLC6A16	0,126528855	13,28771238
DERL2	1	0
SRR	1	0
TRPV6	1	0
KIF13A	1	0
NELFA	0,250821813	13,28771238
SBSN	0,079918846	1,689476783
UGT1A8	1	0
ABCB10	1	0
RAB6B	1	0
SLC39A9	0,41678608	13,28771238
BSDC1	0,250821807	13,28771238
IRAK4	1	0
NUDT4	1	0
GSKIP	0,111001978	13,28771238
SEMA5B	0,25082179	13,28771238
NCDN	1	0
METTL1	1	0
CLEC4A	0,250821756	13,28771238
PPP1R3C	0,250821762	13,28771238
NIP7	1	0
SLC22A14	0,416786056	13,28771238
PLEKHA6	1	0
YBX2	0,126528855	13,28771238
LSM2	0,362053781	13,28771238
KLK5	1	0
HBS1L	1	0
LSM5	0,416786022	13,28771238
PCDHGC5	1	0
PCDHA10	1	0
SCEL	0,014113307	0,806941428
PPIAL4F	0,111460301	13,28771238
IGHV3-21	1	0
IGHV3-20	1	0
CLCA1	1	0
LGALS16	1	0
KRT26	1	0
ATP2A1	1	0
CLIC2	1	0
SCIN	0,036957241	0,80460885
HS6ST1	0,111001977	13,28771238
SIPA1L3	1	0
SELENOF	1	0
SMPD2	1	0
CA11	0,416786109	13,28771238
BANF1	0,416786022	13,28771238
SHMT1	0,416786072	13,28771238
SLC13A3	0,008538705	0,872683681
CNIH1	1	0
GJB6	1	0
SLC3A1	0,41678613	13,28771238
MT-ND3	1	0
MT1F	1	0
UGT2B4	0,416786072	13,28771238
SLC44A2	0,111001972	13,28771238
ASGR2	1	0
SLK	7,31E-06	1,575241583
SRP19	1	0
SNX18	0,18797675	0,118444132
ATP1A3	0,111001977	13,28771238
ALOX15	0,416786037	13,28771238
SNX2	0,41678613	13,28771238
RHOQ	1	0
AKR1C4	1	0
ATP5J	1	0
GNAT2	0,416786058	13,28771238
SPP1	0,000491917	2,022626682
STARD3NL	0,006867138	13,28771238
STK25	7,04E-05	13,28771238
STUB1	0,138241383	13,28771238
SYK	0,092781761	0,9570335
UGT2B10	1	0
NUDT1	1	0
CEACAM3	1	0
SYPL1	0,031588272	0,967941638
EMP3	1	0
SNU13	0,416786081	13,28771238
ARF3	1	0
ACTG2	1	0
PPIA	0,41678608	13,28771238
RPS27A	0,416786072	13,28771238
CAP1	1	0
TAOK2	0,087590313	1,970024346
CALD1	1	0
TGM2	0,359624009	0,640665481
THBS1	0,471073114	0,471579232
SIGLEC14	1	0
KIF5A	1	0
MRPL49	1	0
PRPF4B	1	0
IRF5	1	0
CRMP1	1	0
TMPO	1	0
TOM1	0,906335579	0,089763569
C3AR1	1	0
TOM1L1	0,010379772	1,238282103
PDK4	1	0
LONRF2	1	0
CR1L	1	0
ORMDL2	1	0
TEX44	0,111001977	13,28771238
PDZK1	1	0
TPCN1	0,000226157	3,729891944
MIC13	1	0
TMPPE	1	0
RNF44	1	0
TPM4	0,067817174	13,28771238
GDF7	1	0
PABPN1	1	0
PDPN	1	0
ADHFE1	1	0
TTYH3	0,777729651	0,182088507
GSPT2	1	0
PGAM4	1	0
SLC25A29	1	0
TTC29	0,111001977	13,28771238
NBEA	1	0
SLC2A14	0,111001977	13,28771238
AFG1L	1	0
TMEM171	1	0
UEVLD	0,658967271	0,334390817
RAB7B	1	0
NEURL3	1	0
IMP4	1	0
CENPN	0,416786141	13,28771238
FAM210B	1	0
UGP2	0,677184276	1,021435538
TMEM209	0,111001977	13,28771238
UGT1A6	0,087028099	0,965029472
ATP6V0B	1	0
ATXN2	1	0
GPA33	1	0
CITED2	1	0
SULT4A1	1	0
FUNDC2	1	0
NIFK	1	0
VAPA	0,193038607	0,503975903
LDAH	1	0
FOLH1B	1	0
DYNLRB1	1	0
ASAH2	1	0
UBQLN4	1	0
CLDND1	1	0
VAV3	0,191424176	2,065836019
GMIP	1	0
TMEM181	1	0
VTA1	0,310454383	0,196531161
YWHAB	0,564888105	0,106095414
RNF150	1	0
ZNF185	1,27E-05	2,845745061
CAMK2A	1	0
SLC25A15	1	0
SLC4A4	1	0
