GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
STK25	-6.467339605	0.003138539			
HIST1H1C	-10000	0.22159449			
IGFBP6	-10000	0.025140715			
SBSN	3.333836811	0.027595016			
SLC36A1	-4.088651686	0.270545673			
ZADH2	10.15729631	0.004501488			
SLC30A7	-3.111604432	0.054545592			
ISOC2	2.818887673	0.507856934			
DHTKD1	-1.431237282	0.490566935			
CACYBP	1.675113686	0.503774444			
CNIH4	3.247532634	0.43245202			
BAG5	-10000	0.001864989			
BCS1L	-1.052709375	0.867164323			
DRG1	-1.200174432	0.507122778			
SLC12A7	1.224959288	0.547059679			
SMIM22	-1.527446782	0.539340698			
MRAS	2.066158664	0.521548925			
HSPA1L	10000	0.008175336			
RPL34	-1.997450212	0.085320761			
FGL1	10000	0.160758661			
LRMP	-1.157574996	0.909384808			
CKAP5	-10000	0.000814043			
COPS6	-2.075597497	0.261556714			
CCDC47	-5.418725565	0.054768321			
FERMT1	-1.474414051	0.534097035			
DERL1	-1.00753236	0.469435459			
PADI2	-10000	0.387425533			
OAS3	1.372567692	0.62793631			
KRT79	-1.434653753	0.854019607			
UBL3	-8.482832782	0.006246491			
OAS1	-2.440402576	0.662521616			
ICAM3	-1.061204645	0.720422581			
S100A12	-1.107779975	0.580487722			
PAK1	2.99875702	0.674143585			
STIM1	2.74316856	0.367971393			
SCRIB	5.642792004	0.004721221			
AFMID	1.213614612	0.703685503			
RALGAPB	-1.338024573	0.655444062			
VKORC1L1	2.025215767	0.220381707			
DHRS1	1.587937345	0.301047932			
C12orf10	1.791206355	0.439906446			
SLC2A8	-3.427345306	0.124202804			
"=""IFT80"	-10000	0.221594528			
TM7SF2	-1.31403777	0.575396949			
RAB4A	1.345850973	0.432193572			
COMP	-10000	0.192907264			
PPP5C	-10000	0.000896232			
NDUFA6	-4.087757666	0.021326939			
RPL30	-10000	0.000215007			
AGK	-1.35266448	0.343674941			
SNX30	1.123692992	0.671815405			
DHRS7B	1.141398835	0.785933607			
ASRGL1	2.655289415	0.434060843			
ADGRG2	1	1			
WIPF2	-1.020008337	0.822803619			
STAM	-4.827725682	0.149732283			
PTGES2	2.867184017	0.091815719			
TBC1D17	-1.335203717	0.406733941			
CTDSPL	-1.708514295	0.313177932			
DDX58	-4.178927323	0.160340769			
PVR	-6.795601523	0.082300006			
"=""SYT1"	-10000	0.021545085			
ARFIP1	1.289069008	0.515961082			
MVD	1.836334967	0.486891852			
BST2	1.992867059	0.338026571			
SMAD1	-4.581874886	0.079267988			
MSMO1	4.547562424	0.06307099			
CPAMD8	-1.220051497	0.671468672			
ATP6V1G3	-1.050196691	0.841380672			
CSNK1G1	-2.666265556	0.078464371			
USP24	-2.464976856	0.335911831			
RABGAP1	-1.960101046	0.27495296			
"=""IGLV7-46"	-1.43642037	0.492988261			
UQCRQ	-1.811355654	0.352537576			
EIF2S2	-1.47522024	0.206050728			
SPRR1B	-10000	0.000229813			
GSK3A	-2.785648159	0.035881878			
TGFBI	-11.7290298	0.034358062			
LTB4R	6.316240604	0.545840017			
POTEE	1.884082625	0.319517215			
PNPT1	-10000	0.040125824			
MYO3B	-10000	0.053282225			
HVCN1	6.284893792	0.328691931			
GFM1	1	1			
TMEM165	1.98781908	0.057805428			
ATP13A1	-6.637771994	0.010882841			
FAT2	1.151032465	0.402678993			
SEPT10	1.319279279	0.872862686			
HSPB11	-10000	0.134391901			
COX5B	-4.31100255	0.029773289			
C5AR1	1.67667683	0.925508171			
NUDT2	-1.470604656	0.296542629			
ATP1B3	6.657768737	0.143368809			
ELOC	-9.459417854	0.005947174			
MPP7	1.32962738	0.857041076			
APOOL	10000	0.036388651			
CARM1	-4.537225625	0.263968675			
CRYBG2	2.727418278	0.379761487			
SLC43A2	-1.031217946	0.673330891			
PLEKHF1	-1.730772274	0.163781092			
MIPEP	-7.007653824	0.031531743			
ATP13A3	-3.709305383	0.619696058			
SLC6A20	-10000	0.387425521			
SNX12	-10000	0.000719429			
TPST2	-10000	0.031980717			
CIAO1	-1.961901286	0.180500272			
SLIT2	-4.612199908	0.377460939			
VWF	-1.605087127	0.335718136			
STC1	-1.661186978	0.898977512			
SMAD3	-7.802608618	0.014856332			
STK38	-1.393741097	0.366360514			
NDUFA5	-1.421166775	0.327758085			
SOWAHC	-4.199758447	0.053255615			
HERC4	-10000	0.0004208			
HP1BP3	-1.179035478	0.683424018			
MRGPRF	-5.251267646	0.067160621			
TBCB	2.318133237	0.128979126			
OMD	-10000	0.180873939			
DUSP23	-10000	0.001987119			
NFS1	-10000	0.023362867			
SHTN1	-10000	0.010974296			
MYO1C	-3.343722175	0.224222152			
MANBA	1	1			
TAX1BP3	-2.352447191	0.097349473			
"=""KATNA1"	1	1			
FCGR3A	5.061142156	0.160215829			
PYGM	-1.994105776	0.392211207			
NAT1	-4.999980689	0.140691057			
PRKACG	-10000	0.387425508			
SHC1	-10000	0.134391914			
LIMS1	-7.953530173	0.005436371			
CARS	-3.835551827	0.042493148			
"=""UBE2D3"	-3.20741023	0.229166113			
RPL27	-10000	0.002400848			
FKBP1A	-3.079539996	0.154207859			
MUC5AC	2.31088596	0.275446315			
"=""DLG1"	2.190331668	0.212587751			
ADAM9	-10000	0.029091283			
GAPVD1	-10000	0.002402217			
UAP1	-10000	0.00156109			
STXBP5	-5.636416712	0.014973905			
TBC1D15	-2.324595732	0.13422797			
ARHGEF1	-1.588566006	0.452953736			
PSMB7	1.270160535	0.881144743			
CLMP	-10000	0.032863547			
EXTL2	-10000	0.052233843			
SARDH	-10000	0.00304618			
PRPF19	-5.002817366	0.174474416			
EEF1E1	-2.13515124	0.335911745			
CUTA	-10000	0.015154498			
CLUH	-2.187579849	0.588002384			
CSDE1	-2.530791296	0.072268913			
IGKV1-17	-10000	0.112064342			
HLA-DPA1	2.351696944	0.434060835			
DGKA	-8.285497623	0.093778207			
UGT2B15	-10000	0.007118928			
SNRPD3	-1.653161928	0.400476831			
RPL32	-10000	0.000106403			
RELA	1.052007978	0.840286112			
ILF3	-2.00263369	0.459924732			
MBLAC2	1.926914263	0.435573639			
TSPAN14	-3.37986718	0.033413804			
MRPS27	-4.861403041	0.11099309			
FAF2	-10000	0.006762716			
OSBPL9	-1.509677227	0.534096948			
STAP2	-5.158201594	0.109362246			
GOLT1B	37.6348149	0.012948641			
IGKV3D-20	-2.110980398	0.145864239			
IGHV4-28	-5.517252229	0.258704256			
MATN2	-10000	0.387425552			
GAK	-1.934119955	0.621694381			
"=""PDPK1"	-2.116270667	0.416612455			
C1QA	14.27887307	0.243908534			
CA3	-10000	0.066923182			
COL1A2	-2.868527189	0.624261221			
HSD17B2	10000	0.1267758			
AP1S1	-4.043714413	0.013824146			
CAMK1	-3.068109518	0.152754343			
SLC39A14	2.849380393	0.663222458			
WDR44	1.112809746	0.946428608			
"=""SLC37A2"	1.059791154	0.330029142			
FAM3D	-1.355893083	0.85595721			
TEKT3	-10000	0.347892032			
IQCN	-10000	0.387425473			
EIF2B4	-1.150872209	0.777648073			
PADI3	-2.158196907	0.270104266			
NUDC	-3.404318775	0.074939385			
ST3GAL6	-10000	0.167836573			
ENTPD2	-2.240160354	0.159837123			
CNOT1	-1.469398205	0.452256351			
RNF40	-5.64017044	0.020935434			
MTX2	2.253322087	0.200495262			
SCO1	-10000	0.023362866			
LCK	-1.364379358	0.171620828			
DNAJB2	1.041085279	0.648419706			
"=""DPP6"	-2.371558645	0.911068361			
PSMD4	1.286218188	0.958915862			
"=""SET"	9.751594912	0.102891981			
PLCB3	-1.048824989	0.918660544			
LSR	-5.538108912	0.120424545			
MFSD8	-10000	0.221594496			
DEPTOR	-10000	0.083881931			
IPO9	-1.489136023	0.12723724			
ITPA	1.917212126	0.293163822			
PRSS22	-1.570260917	0.526409635			
NIF3L1	-10000	0.066966047			
DPEP3	1	1			
MYO5C	-10000	0.000866201			
CLIC5	-1.050257072	0.851930217			
SLC31A2	8.958454169	0.008159865			
KIF5C	-10000	0.027308121			
MGRN1	-1.736055429	0.372041058			
LYPD3	-10000	0.000382169			
CD74	10000	0.126799163			
RAP2A	-1.034529435	0.648419632			
FDPS	-3.110755193	0.213043199			
"=""RHCE"	1.244646678	0.486979752			
CAST	3.639195578	0.905300798			
USP8	-10000	0.038864656			
PPOX	-2.841456483	0.153760141			
DSC3	2.399737641	0.156987472			
CHD4	1	1			
CST6	1	1			
DUOXA2	-2.400506934	0.614196401			
PYCR3	-1.983600411	0.689844814			
WDR81	-1.853704891	0.478016887			
ITPRIP	-1.92868957	0.134707511			
ATL2	1.340247722	0.861117702			
LILRB4	-10000	0.33268894			
PIGT	-2.853093754	0.288379938			
LGMN	1.52706837	0.797373728			
MYBBP1A	-10000	0.387425533			
PRSS27	-11.42303751	0.047805594			
ELOVL1	3.572202553	0.107041711			
"=""EPB41L5"	-1.017664116	0.19585037			
STX8	2.115961124	0.433805524			
ATP11B	-10000	0.008032636			
IGLV8-61	-2.336701001	0.483893314			
ADAMDEC1	-1.987813716	0.392841887			
GMFG	-4.087180694	0.052826899			
GNG7	-10000	0.001524756			
GNA14	-1.185239031	0.846920022			
PTGS1	1.263865243	0.785758051			
IDUA	-10000	0.008560615			
UBA7	1.068602162	0.866213734			
AP2S1	-2.598739245	0.059023663			
ITGA1	2.997598767	0.284676052			
MTPN	-10000	0.000153145			
UBE2M	-10000	0.022985399			
MRPS22	2.093182993	0.935858164			
RHEB	-10000	0.023828258			
CSPP1	-1.406630404	0.118618811			
TIMM50	1.909367086	0.538627286			
"=""DPY19L2"	-10000	0.221594508			
SYT9	1.58530879	0.580166128			
MAIP1	1.022026107	0.649419652			
TOMM40L	-1.843796966	0.672252459			
DDRGK1	-7.143682817	0.005729408			
VAMP8	-5.900039232	0.006165579			
ROGDI	-4.507617984	0.28240945			
CRTAC1	-10000	0.17246641			
FLRT3	-2.073329849	0.913454668			
"=""PMM2"	1.833850956	0.487748754			
SVIL	15.20032605	0.01664532			
RCC1	4.124758881	0.241843996			
VCAM1	-10000	0.387425473			
IMPA1	-1.648024209	0.574292564			
RANBP1	-1.542245199	0.193494677			
CLDN10	-10000	0.221594523			
FBLN2	-10000	0.112205793			
MPP1	1.326555889	0.911584285			
NSUN2	2.236729452	0.580166258			
TMEM97	-10000	0.009896591			
IDNK	1.627994155	0.936816938			
SLC46A3	-4.566077752	0.308734416			
COMMD2	-1.727286227	0.257209287			
WDFY1	-5.264059076	0.10396643			
SLC34A3	-10000	0.088814334			
UBTD2	4.577807565	0.211001253			
COPS5	-1.19696804	0.664995979			
ISYNA1	-10000	0.08388193			
NDUFB11	-1.396675161	0.881144046			
BUB3	2.024898467	0.361325406			
TJP3	-11.83754385	0.078193707			
PKHD1	16.22136367	0.080873298			
EIF2AK2	-10000	0.008129144			
ITGAX	-10000	0.387425558			
FPR2	34.74782861	0.034615912			
RPL26	-1.973271546	0.538721387			
SSBP1	-10000	0.007826709			
NAE1	-1.804691339	0.343674927			
PSME4	-10000	0.387425518			
KYNU	-10000	0.004743986			
DHX29	1.011658591	0.915652407			
SEPT5	-1.632931472	0.271554016			
"=""PRMT1"	1.247634897	0.785758568			
HLA-DRB1	8.927637722	0.628990614			
NLRC4	-10000	0.162333705			
NPDC1	-10000	0.005633643			
PANK4	-10000	0.004420228			
RALY	-1.814533571	0.358595911			
IGLV4-69	3.21733922	0.338026559			
DNASE2	-10000	0.016876011			
RPLP2	-1.281112555	0.676581325			
CTSS	1.36929858	0.909387662			
PLD1	-1.059243357	0.68301224			
SYCP1	-10000	0.090090975			
ARHGEF16	-10000	0.004094398			
MAMDC2	1	1			
B3GNT8	-7.845837772	0.013063818			
AHNAK2	-2.597890797	0.386967926			
TBRG4	3.19200095	0.580166152			
"=""NAA15"	-2.984843954	0.481359933			
UNC93B1	-1.91198182	0.335911799			
C1orf123	-1.224321691	0.320220584			
TNPO2	-1.816458065	0.4413344			
INPPL1	-10000	0.023629842			
PIP5K1C	2.655289415	0.434060843			
LAMB1	-2.71880246	0.416612319			
MMP2	-10000	0.387425521			
GRK2	-1.949847345	0.105591048			
MARCKSL1	-2.400535111	0.416612388			
UBE2H	-1.558996988	0.624840897			
PRB3	15.70901873	0.021515351			
FCHO2	-4.593428125	0.218903365			
ACMSD	10000	0.126775784			
NINJ1	-1.361836686	0.725783063			
PHKB	1.136683303	0.475769584			
DNAJC7	-1.062615138	0.760212904			
UGT1A7	1.316174679	0.70699651			
TPCN1	-10000	0.387425499			
SMC3	1.704086743	0.295626314			
TMED3	2.291154552	0.279077918			
"=""IGKV2-29"	-1.039542219	0.694965988			
NDUFB5	-2.08561536	0.328757396			
PALM	-3.538139186	0.574292602			
MLYCD	-10000	0.221594504			
H1F0	-3.274025104	0.223838703			
HCK	2.653962811	0.127716416			
SPN	1.740756109	0.725137041			
IGFBP3	-1.465193893	0.593361945			
"=""CASP1"	-2.301741243	0.58043285			
"=""PPIF"	-1.791174083	0.297780494			
CLIP1	-1.260832485	0.476202585			
ANP32A	1.012102997	0.837928456			
"=""RPS27"	-2.409527241	0.204215984			
SERPINB9	1.294883704	0.953113849			
SLC16A1	-10000	0.340527095			
COG7	1.806499873	0.519994437			
RCN1	-10000	0.221594484			
AARS2	-1.785788519	0.961764461			
VPS53	-4.680479895	0.01923393			
PACS1	-10000	0.053780325			
"=""TTC21B"	-2.482528773	0.416612383			
DNAJA4	-6.302293926	0.043618461			
AHCYL2	2.113599591	0.274882869			
RUFY1	1.048525361	0.544205059			
ABHD10	-10000	0.193439846			
BABAM2	1.309759034	0.889142587			
JCAD	-3.03047449	0.090936076			
CTSF	-10000	0.016685235			
UBQLN2	-10000	0.221594522			
UCHL5	1.78710205	0.59253291			
IGLV2-18	-10000	0.221594489			
SH3BGRL	-1.757810682	0.313637191			
H6PD	1.948626039	0.65318079			
STARD3NL	10000	0.126775783			
CD97	2.410218547	0.993132283			
MROH7	-10000	0.06551655			
RETSAT	-5.905325446	0.065790793			
FAHD1	10000	0.008175337			
UXS1	1.186053751	0.289447146			
STEAP2	1	1			
SNX33	-2.246720638	0.081645406			
SAT2	-10000	0.083881918			
USP47	-5.672720169	0.255190203			
PEBP4	-2.851714854	0.154169343			
SH2D4A	-4.843518893	0.098661054			
TMEM8A	-10000	0.221594497			
ACTR10	-3.753531698	0.02711744			
COMMD9	1.808270974	0.578344144			
KIAA1522	-10000	0.091426991			
AMDHD2	-1.765104009	0.642343396			
GSTZ1	1.492042354	0.698492882			
CLDN11	-10000	0.001535351			
STK10	-1.739132437	0.472941214			
GCNT3	-6.698192807	0.057888898			
ASMTL	-10000	0.010920846			
IGLV3-19	-10000	0.004284086			
PTMA	-10000	0.08609748			
LYN	-10000	0.025117751			
ARAF	-1.870013427	0.484154919			
CPS1	11.21378704	0.73267323			
"=""RPL37A"	-10000	0.000893345			
RPS26	1.331206272	0.487982952			
CUL4A	-2.353839954	0.223838679			
UGP2	-10000	0.083881927			
NHLRC3	11.44818309	0.059039955			
PDPR	-10000	0.083881921			
TMEM37	-1.783674965	0.574292774			
RAD50	2.26916223	0.434060833			
ITPKC	1.349247307	0.610721962			
MRPL37	-1.369804408	0.857311973			
FAM120A	-10000	0.182244147			
HEATR5B	2.411559159	0.204613574			
BZW2	-10000	0.004769664			
"=""RASA4"	-1.106170615	0.903252969			
CROCC2	2.004755774	0.434060823			
TK2	-1.552158287	0.574292593			
ZW10	-2.360084461	0.471884093			
PRPSAP2	-10000	0.028874795			
"=""MYL1"	-1.642972171	0.59733187			
L1CAM	10000	0.12677578			
TSPAN7	-10000	0.387425521			
AUH	2.861264906	0.580166078			
EXOC3L4	8.194413327	0.23472289			
MBOAT2	-2.156018607	0.149398038			
TTC7B	-1.343558656	0.710470348			
SH3TC1	-10000	0.002521871			
PPP1R13L	-1.696123421	0.301049484			
EPHX3	-1.129560979	0.72546481			
FN3KRP	-10000	0.065955845			
HLA-DRB1	-10000	0.387425512			
PRODH2	-2.604960048	0.202636212			
CCDC88B	-10000	0.083881933			
KRT75	1.506214534	0.976344411			
CLDN5	-4.347162135	0.08430144			
TLR2	-1.281741396	0.681528959			
"=""CYP1A1"	-10000	0.387425473			
PAEP	-10000	0.155997217			
CD58	-2.909895919	0.15435869			
NEB	-10000	0.221594523			
HAL	4.581439238	0.433411279			
PPM1F	-10000	0.006733571			
DAP3	2.21997288	0.522356384			
ADAR	-10000	0.387425465			
CDH13	-10000	0.053282222			
AKAP12	-10000	0.111904968			
PMPCA	-10000	0.018631012			
APOF	1.794641848	0.468204135			
LAPTM4A	-1.104850077	0.569200863			
ACOX1	-5.471517417	0.021393875			
CCDC6	1.452095126	0.693528714			
AMOT	-10000	0.221594505			
TTC39A	-2.03316391	0.416612484			
ANGPTL8	-2.535832328	0.128592542			
HDDC2	-2.182877258	0.369878339			
LDHD	-10000	0.10671294			
MMAA	-10000	0.006642779			
PNKD	-1.753297943	0.429724067			
NEK9	-10000	0.031144742			
PIGO	1.278229832	0.935858827			
MRPL38	-1.948789369	0.115340716			
TRNT1	-2.451963947	0.19744429			
MYD88	2.522464987	0.380296513			
TACO1	1.888938598	0.404157507			
OSBPL10	-2.239993441	0.134564078			
BCL2L13	-4.939018479	0.00781607			
NMES1	-2.894079218	0.170177048			
GAN	-10000	0.004218935			
LRRC40	-2.702311339	0.416612408			
RAB20	1.424690197	0.657975998			
EPB41L3	1.504742784	0.770087287			
LUC7L2	-1.240189453	0.646372468			
CYSRT1	-10000	0.033352256			
GTPBP1	-3.050453385	0.149470887			
ZNF185	1.444148448	0.446927251			
ASAP2	-3.681331478	0.208601212			
ENTPD3	-10000	0.083881919			
SUN1	3.251584853	0.080835246			
PLAT	-10000	0.102899766			
"=""SNRPB"	2.937802906	0.310159695			
EEF1D	-1.732135043	0.220467736			
PIP4K2A	-1.226513593	0.842975762			
IFIT5	-10000	0.008267304			
BMPR2	6.112810537	0.102881458			
OCIAD2	-4.155488542	0.127355205			
C9orf64	-10000	0.019012783			
CPZ	1	1			
DHX30	-10000	0.083881932			
"=""GALNT10"	-1.884057582	0.69457192			
ILDR1	-10000	0.093658375			
CCNYL1	2.149167825	0.349836498			
ANKS1A	-2.69185492	0.435112432			
SDHC	-2.508329754	0.290398138			
KCNJ15	-10000	0.134391911			
TARS2	-10000	0.178343887			
SLC26A6	-10000	0.17701084			
SIL1	-10000	0.048404579			
"=""IGKV1-13"	10000	0.126775783			
"=""SMARCA5"	4.808199172	0.580166313			
TBC1D4	-10000	0.006768411			
MGEA5	-1.532660794	0.082370158			
EIF5B	1.068743134	0.952908145			
ROCK2	-2.993840181	0.110087134			
EIF3G	-3.360249195	0.205286655			
APOM	-10000	0.063017303			
"=""MT1X"	-10000	0.004284085			
IGHV2-70D	-3.025770599	0.400032071			
OGN	-10000	0.387425512			
KDELR1	3.442003544	0.207180367			
VBP1	46.83230245	0.002887401			
TPM4	1.037401818	0.888303334			
CCIN	1	1			
RGN	1	1			
SLC39A5	3.958533381	0.672241153			
ARHGAP27	1.235996311	0.654165881			
SLC47A2	-10000	0.387425473			
MICALL1	-10000	0.050980946			
TRIML1	-10000	0.03600025			
LITAF	-10000	0.001363118			
PECR	-3.360282367	0.418206915			
OSBPL8	-3.490331662	0.103937765			
MTMR12	-4.210242414	0.250901119			
HEATR1	-2.309026331	0.223838717			
ADD3	-3.121074347	0.275223159			
FBXO2	-3.957834854	0.180352713			
SAR1B	2.722154402	0.942174718			
SPINT2	-10000	0.053282225			
SGTA	-1.828488396	0.429373147			
CTNS	-10000	0.018044012			
SERPINE2	-10000	0.221594523			
RNASE1	-10000	0.183108099			
SLC12A2	-1.223141445	0.699890208			
CXADR	-10000	0.015154497			
TYRO3	-10000	0.059829			
DOCK1	-10000	0.060324172			
MGAM2	-3.742559998	0.419145425			
RALGAPA2	-10000	0.103201416			
PLA1A	-10000	0.023841735			
RPS26P11	-2.745528147	0.115128369			
ACAD10	4.420472012	0.194786734			
RPTN	3.131798989	0.642195564			
NDUFA11	1.877888609	0.460919559			
ARFGAP2	-2.216435574	0.172479707			
NUBPL	5.254046311	0.20718032			
DNAH7	-10000	0.066445031			
DNAH8	3.073876369	0.58016626			
EIF2A	-2.582204463	0.179411852			
GRPEL1	1.748239921	0.677896611			
OSTC	-10000	3.67E-05			
"=""NUDT4"	-1.56445789	0.201681673			
DNAH17	-10000	0.387425544			
NTNG1	2.419371849	0.580166207			
IGKV6D-21	-10000	0.177657239			
NFATC1	-10000	0.020463188			
FGFR1	1	1			
TPR	1.545543615	0.792489099			
ANXA8	1.936683963	0.356662395			
GP2	-10000	0.221594487			
COPZ1	-10000	0.01208813			
NCBP1	4.027271166	0.944283715			
RAB31	-1.101422529	0.855980867			
CLPP	1.703704798	0.935857667			
TMEM132A	-10000	0.221594514			
VPS26B	3.721652593	0.402628534			
ATP13A4	-10000	0.387425521			
FSIP2	-10000	0.134391912			
COQ5	1.470125513	0.67658141			
DDX46	1.521008421	0.703230227			
ARMC10	-1.022361532	0.785758115			
MUC20	1	1			
LRRC59	2.67160878	0.338026531			
IFT74	1.189400274	0.935859453			
DOCK7	-1.291320701	0.884282346			
OSBPL2	-10000	0.053537103			
DOCK5	1.590768263	0.935857943			
GORASP2	-10000	0.066207382			
"=""ROPN1"	-10000	0.353745636			
GNB4	-10000	0.056830655			
IFT57	-10000	0.065736023			
SLC39A1	1	1			
LAMTOR3	-2.322068233	0.416612305			
WDR37	-10000	0.023646596			
KRT24	-10000	0.18265797			
UNC13B	1.286978075	0.84600254			
SPINT1	-1.968905991	0.477430073			
HPR	5.658674521	0.223139142			
"=""HMGB1"	2.547925926	0.677826705			
MX2	-10000	0.387425544			
EIF2B2	-3.590712881	0.082784646			
CSNK2B	-2.460414219	0.444139293			
"=""CCZ1"	-10000	0.387425518			
SERINC3	-10000	0.134391902			
HLA-DRB1	1.739391436	0.488370129			
ADGRG6	10000	0.126775783			
RPTOR	-10000	0.387425489			
PIP4P2	8.467034116	0.259311551			
RDH13	1	1			
ATP2A3	-1.14188217	0.943930824			
REEP6	-1.253524582	0.426949266			
TMEM41A	2.734129804	0.138289953			
ATP5S	-10000	0.006737907			
TSGA10	1	1			
TMEM245	-1.115207539	0.935858238			
CWH43	7.012022894	0.01728641			
GP6	-10000	0.094772265			
SLC52A3	-10000	0.035460324			
SDR39U1	1.467627105	0.676581498			
OCIAD1	-10000	0.37270878			
PYCARD	-1.304403659	0.247201623			
SLC7A7	3.012107495	0.206564143			
NISCH	-10000	0.014501181			
TMED5	10000	0.002308143			
PGP	-10000	0.221594503			
ARVCF	1	1			
PLPP3	-10000	0.102791924			
DSCR3	2.966701516	0.244976405			
PFAS	-10000	0.387425481			
CLDN3	-3.191413075	0.223928145			
CLDN7	-10000	0.387425546			
CLPTM1	2.151100318	0.215819039			
PTX3	1.695488386	0.654754528			
FCGRT	-10000	0.001914621			
SRP54	-10000	0.063018268			
RND3	2.65631828	0.317082851			
RPL31	-2.343514192	0.18768527			
PTH1R	5.254046311	0.20718032			
ANK3	-10000	0.06710541			
BTNL3	3.128078934	0.105201621			
VTCN1	-4.099230638	0.08278464			
AEBP1	3.288286704	0.116167661			
CLDN19	-1.417269174	0.881144537			
TOR1AIP2	1	1			
BRI3BP	10000	0.000998957			
CTNNBL1	10000	0.047155675			
FAM168A	1.131795156	0.969715672			
MRPL48	-10000	0.387425534			
